2026-08-12 20:04:55.2101468,1,433744.95000000,433744.95000000,1
2026-08-12 20:04:55.2060601,1,38807.86000000,38807.86000000,1
2026-08-12 20:04:55.2019729,1,434234.95000000,434234.95000000,1
2026-08-12 20:04:55.1978861,1,898840.63000000,898840.63000000,1
2026-08-12 20:04:55.1938025,1,1517263.84000000,1517263.84000000,1
2026-08-12 20:04:55.1897199,1,1436095.84000000,1436095.84000000,1
2026-08-12 20:04:55.1856346,1,2986334.55000000,2986334.55000000,1
2026-08-12 20:04:55.1815504,1,3252303.56000000,3252303.56000000,1
2026-08-12 20:04:55.1774660,1,110821.98000000,110821.98000000,1
2026-08-12 20:04:55.1733816,1,3325544.55000000,3325544.55000000,1
2026-08-12 20:04:55.1692940,1,120657.54000000,120657.54000000,1
2026-08-12 20:04:55.1652092,1,1266028.63000000,1266028.63000000,1
2026-08-12 20:04:55.1611217,1,41084.95000000,41084.95000000,1
2026-08-12 20:04:55.1570353,1,792124.75000000,792124.75000000,1
2026-08-12 20:04:55.1529518,1,74789.91000000,74789.91000000,1
2026-08-12 20:04:55.1488718,1,1730650.77900000,1730650.77900000,1
2026-08-12 20:04:55.1447918,1,1761122.79000000,1761122.79000000,1
2026-08-12 20:04:55.1407602,1,426287.88000000,426287.88000000,1
2026-08-12 20:04:55.1366733,1,1053629.85000000,1053629.85000000,1
2026-08-12 20:04:55.1325861,1,2412097.74000000,2412097.74000000,1
2026-08-12 20:04:55.1284996,1,385094.85000000,385094.85000000,1
2026-08-12 20:04:55.1244136,1,553119.84000000,553119.84000000,1
2026-08-12 20:04:55.1203352,1,1429503.84000000,1429503.84000000,1
2026-08-12 20:04:55.1162564,1,1244627.67000000,1244627.67000000,1
2026-08-12 20:04:55.1121660,1,909760.72050000,909760.72050000,1
2026-08-12 20:04:55.1080786,1,697318.81000000,697318.81000000,1
2026-08-12 20:04:55.1039904,1,950372.73000000,950372.73000000,1
2026-08-12 20:04:55.0999014,1,2602403.58000000,2602403.58000000,1
2026-08-12 20:04:55.0958158,1,328031.92000000,328031.92000000,1
2026-08-12 20:04:55.0917315,1,96077.99000000,96077.99000000,1
2026-08-12 20:04:55.0876536,1,1159751.78000000,1159751.78000000,1
2026-08-12 20:04:55.0835743,1,3374433.51000000,3374433.51000000,1
2026-08-12 20:04:55.0794966,1,39544.89000000,39544.89000000,1
2026-08-12 20:04:55.0754182,1,2352356.86950000,2352356.86950000,1
2026-08-12 20:04:55.0713463,1,374084.91000000,374084.91000000,1
2026-08-12 20:04:55.0672726,1,1472217.78000000,1472217.78000000,1
2026-08-12 20:04:55.0631992,1,2917.98000000,2917.98000000,1
2026-08-12 20:04:55.0591249,1,53267.96000000,53267.96000000,1
2026-08-12 20:04:55.0550518,1,4455299.50000000,4455299.50000000,1
2026-08-12 20:04:55.0509741,1,2771.99000000,2771.99000000,1
2026-08-12 20:04:55.0468953,1,184196.87000000,184196.87000000,1
2026-08-12 20:04:55.0428176,1,281889.93000000,281889.93000000,1
2026-08-12 20:04:55.0387401,1,1632060.84300000,1632060.84300000,1
2026-08-12 20:04:55.0346595,1,2761002.51000000,2761002.51000000,1
2026-08-12 20:04:55.0305800,1,339132.07350000,339132.07350000,1
2026-08-12 20:04:55.0264999,1,210491.97000000,210491.97000000,1
2026-08-12 20:04:55.0224227,1,2531707.66000000,2531707.66000000,1
2026-08-12 20:04:55.0183431,1,626479.92000000,626479.92000000,1
2026-08-12 20:04:55.0142660,1,2328049.75000000,2328049.75000000,1
2026-08-12 20:04:55.0101909,1,590973.59000000,590973.59000000,1
