1,2499567.71000000,2499567.71000000
2,2104706.77000000,2104706.77000000
3,440355.93000000,440355.93000000
4,762483.66000000,762483.66000000
5,872855.82000000,872855.82000000
6,1830019.21300000,1830019.21300000
7,571482.89000000,571482.89000000
8,175157.94000000,175157.94000000
9,3104181.62000000,3104181.62000000
10,2730871.71000000,2730871.71000000
11,2888996.63000000,2888996.63000000
12,912079.84000000,912079.84000000
13,218459.70000000,218459.70000000
14,740127.92000000,740127.92000000
15,848852.73000000,848852.73000000
16,1761759.78000000,1761759.78000000
17,1834479.77000000,1834479.77000000
18,3577003.59000000,3577003.59000000
19,1175424.75000000,1175424.75000000
20,1201859.56000000,1201859.56000000
