1,2499567.71000000,0
2,2104706.77000000,0
3,440355.93000000,0
4,762483.66000000,0
5,872855.82000000,0
6,1830019.21300000,0
7,571482.89000000,0
8,175157.94000000,0
9,3104181.62000000,0
10,2730871.71000000,0
11,2888996.63000000,0
12,912079.84000000,0
13,218459.70000000,0
14,740127.92000000,0
15,848852.73000000,0
16,1761759.78000000,0
17,1834479.77000000,0
18,3577003.59000000,0
19,1175424.75000000,0
20,1201859.56000000,0
21,3566159.55000000,0
22,783198.38100000,0
23,606734.55000000,0
24,1331693.73000000,0
25,1053859.54000000,0
26,773196.53000000,0
27,508023.56000000,0
28,2964699.54000000,0
29,201023.76000000,0
30,1357459.74000000,0
31,1324641.62000000,0
32,290784.89000000,0
33,265391.88000000,0
34,114146.89000000,0
35,1087007.88850000,0
36,62278.99000000,0
37,830899.75000000,0
38,40685.12250000,0
39,2216623.69000000,0
40,556037.94000000,0
41,91428.87000000,0
42,550437.86000000,0
43,1859103.74000000,0
44,953879.96200000,0
45,1800572.69000000,0
46,2185439.60000000,0
47,253039.84000000,0
48,465415.72000000,0
49,1082919.80000000,0
50,2243123.64000000,0
