100,LookupData_100_1743281781,C,2026-08-12 20:04:58.0018241
101,LookupData_101_878609246,E,2026-08-12 20:04:58.0059020
102,LookupData_102_152918480,C,2026-08-12 20:04:58.0059020
103,LookupData_103_736689793,C,2026-08-12 20:04:58.0059020
104,LookupData_104_1063433906,E,2026-08-12 20:04:58.0099849
105,LookupData_105_1416759422,C,2026-08-12 20:04:58.0099849
106,LookupData_106_1999966860,A,2026-08-12 20:04:58.0099849
107,LookupData_107_641522201,E,2026-08-12 20:04:58.0140590
108,LookupData_108_28378948,B,2026-08-12 20:04:58.0140590
109,LookupData_109_445509385,C,2026-08-12 20:04:58.0140590
110,LookupData_110_1303652377,C,2026-08-12 20:04:58.0181375
111,LookupData_111_922170457,D,2026-08-12 20:04:58.0181375
112,LookupData_112_1562940034,B,2026-08-12 20:04:58.0181375
113,LookupData_113_1468291307,A,2026-08-12 20:04:58.0222146
114,LookupData_114_667555372,E,2026-08-12 20:04:58.0222146
115,LookupData_115_2067574402,D,2026-08-12 20:04:58.0222146
116,LookupData_116_2033569169,C,2026-08-12 20:04:58.0262974
117,LookupData_117_437273249,E,2026-08-12 20:04:58.0262974
118,LookupData_118_658765532,B,2026-08-12 20:04:58.0262974
119,LookupData_119_865070378,E,2026-08-12 20:04:58.0303880
120,LookupData_120_707286911,B,2026-08-12 20:04:58.0303880
121,LookupData_121_1372472313,A,2026-08-12 20:04:58.0303880
122,LookupData_122_1388851444,B,2026-08-12 20:04:58.0344647
123,LookupData_123_1117941373,A,2026-08-12 20:04:58.0344647
124,LookupData_124_991812519,D,2026-08-12 20:04:58.0344647
125,LookupData_125_1315810222,A,2026-08-12 20:04:58.0385393
126,LookupData_126_358404180,A,2026-08-12 20:04:58.0385393
127,LookupData_127_1663277227,B,2026-08-12 20:04:58.0385393
128,LookupData_128_1883573066,D,2026-08-12 20:04:58.0426101
129,LookupData_129_1693468515,D,2026-08-12 20:04:58.0426101
130,LookupData_130_1646845925,E,2026-08-12 20:04:58.0426101
131,LookupData_131_1431739034,D,2026-08-12 20:04:58.0466922
132,LookupData_132_959828957,C,2026-08-12 20:04:58.0466922
133,LookupData_133_553738296,B,2026-08-12 20:04:58.0508498
134,LookupData_134_715826613,A,2026-08-12 20:04:58.0508498
135,LookupData_135_159114736,A,2026-08-12 20:04:58.0508498
136,LookupData_136_10459336,B,2026-08-12 20:04:58.0549365
137,LookupData_137_282304832,E,2026-08-12 20:04:58.0549365
138,LookupData_138_311342185,C,2026-08-12 20:04:58.0549365
139,LookupData_139_2146291210,B,2026-08-12 20:04:58.0590140
140,LookupData_140_1780462567,D,2026-08-12 20:04:58.0590140
141,LookupData_141_535203280,A,2026-08-12 20:04:58.0590140
142,LookupData_142_1042530357,A,2026-08-12 20:04:58.0630963
143,LookupData_143_382307115,A,2026-08-12 20:04:58.0630963
144,LookupData_144_2067338225,C,2026-08-12 20:04:58.0630963
145,LookupData_145_1996225936,E,2026-08-12 20:04:58.0671818
146,LookupData_146_1520285917,D,2026-08-12 20:04:58.0671818
147,LookupData_147_103902010,B,2026-08-12 20:04:58.0671818
148,LookupData_148_313798674,A,2026-08-12 20:04:58.0671818
149,LookupData_149_2072222610,B,2026-08-12 20:04:58.0712655
