51,86175.99000000,2026-08-12 20:04:34.1243364,2026-08-12 20:11:23.3391101,409
50,1103163.66000000,2026-08-12 20:04:34.1161796,2026-08-12 20:11:23.3391101,409
49,207419.94000000,2026-08-12 20:04:34.1120963,2026-08-12 20:11:23.3391101,409
48,279659.80000000,2026-08-12 20:04:34.1039285,2026-08-12 20:11:23.3391101,409
47,147849.75000000,2026-08-12 20:04:34.0957709,2026-08-12 20:11:23.3391101,409
46,342251.91000000,2026-08-12 20:04:34.0916819,2026-08-12 20:11:23.3391101,409
45,787983.86400000,2026-08-12 20:04:34.0835090,2026-08-12 20:11:23.3391101,409
44,3034749.54300000,2026-08-12 20:04:34.0794254,2026-08-12 20:11:23.3391101,409
43,1194891.52050000,2026-08-12 20:04:34.0712502,2026-08-12 20:11:23.3391101,409
42,1300765.59000000,2026-08-12 20:04:34.0630757,2026-08-12 20:11:23.3391101,409
41,87343.98000000,2026-08-12 20:04:34.0589916,2026-08-12 20:11:23.3391101,409
40,184959.95000000,2026-08-12 20:04:34.0508311,2026-08-12 20:11:23.3391101,409
39,1186247.79000000,2026-08-12 20:04:34.0467482,2026-08-12 20:11:23.3391101,409
38,293066.97000000,2026-08-12 20:04:34.0385687,2026-08-12 20:11:23.3391101,409
37,710549.70000000,2026-08-12 20:04:34.0344946,2026-08-12 20:11:23.3391101,409
36,1409903.64000000,2026-08-12 20:04:34.0263534,2026-08-12 20:11:23.3391101,409
35,76498.95450000,2026-08-12 20:04:34.0222823,2026-08-12 20:11:23.3391101,409
34,2358121.74000000,2026-08-12 20:04:34.0182134,2026-08-12 20:11:23.3391101,409
33,65271.92000000,2026-08-12 20:04:34.0100715,2026-08-12 20:11:23.3391101,409
32,1123835.79000000,2026-08-12 20:04:34.0059997,2026-08-12 20:11:23.3391101,409
31,2644944.71000000,2026-08-12 20:04:33.9937447,2026-08-12 20:11:23.3391101,410
30,149039.64000000,2026-08-12 20:04:33.9855803,2026-08-12 20:11:23.3391101,410
29,1128892.53000000,2026-08-12 20:04:33.9774327,2026-08-12 20:11:23.3391101,410
28,2958399.60000000,2026-08-12 20:04:33.9733612,2026-08-12 20:11:23.3391101,410
27,1198516.83000000,2026-08-12 20:04:33.9651981,2026-08-12 20:11:23.3391101,410
26,1101855.84000000,2026-08-12 20:04:33.9611188,2026-08-12 20:11:23.3391101,410
25,179343.92000000,2026-08-12 20:04:33.9529565,2026-08-12 20:11:23.3391101,410
24,1762524.75000000,2026-08-12 20:04:33.9448120,2026-08-12 20:11:23.3391101,410
23,312116.87000000,2026-08-12 20:04:33.9407413,2026-08-12 20:11:23.3391101,410
22,122864.85000000,2026-08-12 20:04:33.9326031,2026-08-12 20:11:23.3391101,410
21,329327.92000000,2026-08-12 20:04:33.9285328,2026-08-12 20:11:23.3391101,410
20,890378.73000000,2026-08-12 20:04:33.9203875,2026-08-12 20:11:23.3391101,410
19,3079671.62000000,2026-08-12 20:04:33.9163138,2026-08-12 20:11:23.3391101,410
18,2704995.72000000,2026-08-12 20:04:33.9081696,2026-08-12 20:11:23.3391101,410
17,96716.99000000,2026-08-12 20:04:33.9040918,2026-08-12 20:11:23.3391101,410
16,653343.83000000,2026-08-12 20:04:33.8959256,2026-08-12 20:11:23.3391101,410
15,1107072.81000000,2026-08-12 20:04:33.8877818,2026-08-12 20:11:23.3391101,410
13,56060.88300000,2026-08-12 20:04:33.8755376,2026-08-12 20:11:23.3391101,410
12,2259725.58000000,2026-08-12 20:04:33.8673942,2026-08-12 20:11:23.3391101,410
11,3946918.53000000,2026-08-12 20:04:33.8633227,2026-08-12 20:11:23.3391101,410
10,795179.85000000,2026-08-12 20:04:33.8551737,2026-08-12 20:11:23.3391101,410
9,1458743.81000000,2026-08-12 20:04:33.8511014,2026-08-12 20:11:23.3391101,410
8,1727799.60000000,2026-08-12 20:04:33.8429595,2026-08-12 20:11:23.3391101,410
7,336265.93000000,2026-08-12 20:04:33.8388880,2026-08-12 20:11:23.3391101,410
6,2165903.76000000,2026-08-12 20:04:33.8307451,2026-08-12 20:11:23.3391101,410
5,895850.89000000,2026-08-12 20:04:33.8266659,2026-08-12 20:11:23.3391101,410
4,3973426.53000000,2026-08-12 20:04:33.8185193,2026-08-12 20:11:23.3391101,410
3,145243.96000000,2026-08-12 20:04:33.8144437,2026-08-12 20:11:23.3391101,410
2,1766915.82000000,2026-08-12 20:04:33.8062991,2026-08-12 20:11:23.3391101,410
1,549759.84000000,2026-08-12 20:04:33.7981249,2026-08-12 20:11:23.3391101,410
