=== OP 32 ===
STATUS: PASS  exit=0  elapsed=0.32s  rows=50

--- STDERR ---


--- STDOUT (tail) ---
002,4602.975332747942,Within Range
28,619857.13650000,84.670000000000002,-52.079999999999998,4944.7658816471176,Within Range
29,1021123.87000000,54.909999999999997,-59.039999999999999,1927.2305086396177,Within Range
30,657243.72000000,-48.390000000000001,-96.439999999999998,10114.881659076624,Outside Range
31,1077039.80000000,18.809999999999999,-105.54000000000001,3861.4466181239814,Within Range
32,304867.96000000,-5.3099999999999996,36.590000000000003,12127.571078567096,Outside Range
33,1546973.82000000,-28.449999999999999,167.12,14367.787237407658,Outside Range
34,1856831.52000000,88.010000000000005,137.16,5684.3369886909049,Outside Range
35,582231.72000000,-88.390000000000001,-82.769999999999996,14332.869559855331,Outside Range
36,2887299.50000000,-21.77,9.1899999999999995,11012.100841773625,Outside Range
37,1539859.66000000,-18.449999999999999,-157.72999999999999,10816.426833501055,Outside Range
38,389297.93000000,-31.18,-137.21000000000001,10275.987824889433,Outside Range
39,72289.95000000,15.390000000000001,19.510000000000002,9200.3467896619331,Outside Range
40,646428.93000000,25.57,14.59,8093.0666572049158,Outside Range
41,635114.57700000,14.550000000000001,13.92,8797.9430458263905,Outside Range
42,3404679.53000000,-13.06,10.66,10505.303211335811,Outside Range
43,3836468.53000000,-66.900000000000006,-7.4500000000000002,13182.525622877127,Outside Range
44,106853.89000000,83.599999999999994,79.569999999999993,6139.4740248104463,Outside Range
45,33201.74000000,63.439999999999998,-134.86000000000001,4630.0139942365804,Within Range
46,926262.57000000,-22.640000000000001,128.81,17084.668945689373,Outside Range
47,891955.87000000,-55.579999999999998,-150.75,12885.333401344124,Outside Range
48,2564549.59000000,52.280000000000001,65.109999999999999,8973.6145017778363,Outside Range
49,1176897.81000000,39.920000000000002,165.59999999999999,9235.122641270671,Outside Range
50,604655.82000000,-64.280000000000001,-167.13,14130.786628162667,Outside Range

(50 rows affected)

