=== OP 38 ===
STATUS: PASS  exit=0  elapsed=0.09s  rows=50

--- STDERR ---


--- STDOUT (tail) ---
 17:54:42.9942453
117,LookupData_117_724150845,C,2026-07-26 17:54:42.9942453
118,LookupData_118_894530977,B,2026-07-26 17:54:42.9983786
119,LookupData_119_331515888,B,2026-07-26 17:54:42.9983786
120,LookupData_120_1884739471,D,2026-07-26 17:54:42.9983786
121,LookupData_121_979138626,D,2026-07-26 17:54:42.9983786
122,LookupData_122_277810624,A,2026-07-26 17:54:43.0025261
123,LookupData_123_830577924,C,2026-07-26 17:54:43.0066184
124,LookupData_124_201124320,E,2026-07-26 17:54:43.0066184
125,LookupData_125_842583779,D,2026-07-26 17:54:43.0066184
126,LookupData_126_256850083,C,2026-07-26 17:54:43.0066184
127,LookupData_127_2013336099,C,2026-07-26 17:54:43.0107022
128,LookupData_128_1352208231,B,2026-07-26 17:54:43.0147894
129,LookupData_129_1270422638,E,2026-07-26 17:54:43.0147894
130,LookupData_130_1119426864,C,2026-07-26 17:54:43.0188726
131,LookupData_131_1705396546,E,2026-07-26 17:54:43.0188726
132,LookupData_132_2045188907,B,2026-07-26 17:54:43.0188726
133,LookupData_133_1529855883,E,2026-07-26 17:54:43.0229633
134,LookupData_134_2021822938,C,2026-07-26 17:54:43.0229633
135,LookupData_135_660971844,D,2026-07-26 17:54:43.0270504
136,LookupData_136_2113880600,E,2026-07-26 17:54:43.0270504
137,LookupData_137_1138113120,B,2026-07-26 17:54:43.0270504
138,LookupData_138_344170459,E,2026-07-26 17:54:43.0270504
139,LookupData_139_173132184,D,2026-07-26 17:54:43.0311362
140,LookupData_140_1053096393,E,2026-07-26 17:54:43.0311362
141,LookupData_141_1588390751,A,2026-07-26 17:54:43.0311362
142,LookupData_142_135201456,D,2026-07-26 17:54:43.0352455
143,LookupData_143_80442592,A,2026-07-26 17:54:43.0352455
144,LookupData_144_270437492,A,2026-07-26 17:54:43.0352455
145,LookupData_145_949062329,B,2026-07-26 17:54:43.0352455
146,LookupData_146_1065159142,D,2026-07-26 17:54:43.0352455
147,LookupData_147_755225933,C,2026-07-26 17:54:43.0393799
148,LookupData_148_1203131319,E,2026-07-26 17:54:43.0393799
149,LookupData_149_1846502556,C,2026-07-26 17:54:43.0434680

(50 rows affected)

