=== OP 24 ===
STATUS: PASS  exit=0  elapsed=0.1s  rows=50

--- STDERR ---


--- STDOUT (tail) ---
16.73000000,358316.73000000,1
2026-07-26 17:54:39.5718728,1,2089790.67000000,2089790.67000000,1
2026-07-26 17:54:39.5636937,1,3117785.62000000,3117785.62000000,1
2026-07-26 17:54:39.5596034,1,119483.98000000,119483.98000000,1
2026-07-26 17:54:39.5514266,1,310199.60000000,310199.60000000,1
2026-07-26 17:54:39.5473101,1,1510143.84000000,1510143.84000000,1
2026-07-26 17:54:39.5391738,1,2815699.50000000,2815699.50000000,1
2026-07-26 17:54:39.5350816,1,3144959.58000000,3144959.58000000,1
2026-07-26 17:54:39.5309935,1,414959.58000000,414959.58000000,1
2026-07-26 17:54:39.5227896,1,424972.62150000,424972.62150000,1
2026-07-26 17:54:39.5186972,1,727662.69000000,727662.69000000,1
2026-07-26 17:54:39.5105167,1,2271398.65350000,2271398.65350000,1
2026-07-26 17:54:39.5064271,1,1957524.75000000,1957524.75000000,1
2026-07-26 17:54:39.4966912,1,1377839.80000000,1377839.80000000,1
2026-07-26 17:54:39.4925991,1,23264.97000000,23264.97000000,1
2026-07-26 17:54:39.4885095,1,3673239.60000000,3673239.60000000,1
2026-07-26 17:54:39.4803089,1,854881.86000000,854881.86000000,1
2026-07-26 17:54:39.4762411,1,332027.54000000,332027.54000000,1
2026-07-26 17:54:39.4680534,1,3606611.63000000,3606611.63000000,1
2026-07-26 17:54:39.4639628,1,1348502.61000000,1348502.61000000,1
2026-07-26 17:54:39.4557814,1,415667.94000000,415667.94000000,1
2026-07-26 17:54:39.4516916,1,1122690.82050000,1122690.82050000,1
2026-07-26 17:54:39.4475988,1,880341.49800000,880341.49800000,1
2026-07-26 17:54:39.4394245,1,3819172.53000000,3819172.53000000,1
2026-07-26 17:54:39.4312375,1,3821005.53000000,3821005.53000000,1
2026-07-26 17:54:39.4230604,1,344089.06950000,344089.06950000,1
2026-07-26 17:54:39.4189692,1,2675802.63000000,2675802.63000000,1
2026-07-26 17:54:39.4107883,1,958463.84000000,958463.84000000,1
2026-07-26 17:54:39.4066965,1,405417.69000000,405417.69000000,1
2026-07-26 17:54:39.4026055,1,1075493.86000000,1075493.86000000,1
2026-07-26 17:54:39.3944246,1,657477.54000000,657477.54000000,1

(50 rows affected)

