=== OP 35 ===
STATUS: PASS  exit=0  elapsed=0.1s  rows=50

--- STDERR ---


--- STDOUT (tail) ---
1,643947.63000000,0
2,1410849.65000000,0
3,460292.77350000,0
4,2804481.59000000,0
5,741509.65000000,0
6,77065.87050000,0
7,661821.59000000,0
8,990859.80000000,0
9,474884.68950000,0
10,577659.66000000,0
11,3054831.66000000,0
12,2094255.62000000,0
13,455069.78000000,0
14,470949.90000000,1
15,1952612.73000000,0
16,1809095.57000000,0
17,258291.69000000,0
18,792419.80000000,0
19,1506327.28750000,0
20,591293.94000000,0
21,995303.88000000,0
22,1136891.66000000,0
23,472432.87000000,0
24,1946530.36200000,0
25,48425.79000000,0
26,1232659.87000000,0
27,2509443.72000000,0
28,619857.13650000,0
29,1021123.87000000,0
30,657243.72000000,0
31,1077039.80000000,0
32,304867.96000000,0
33,1546973.82000000,0
34,1856831.52000000,0
35,582231.72000000,0
36,2887299.50000000,0
37,1539859.66000000,0
38,389297.93000000,0
39,72289.95000000,0
40,646428.93000000,0
41,635114.57700000,0
42,3404679.53000000,0
43,3836468.53000000,0
44,106853.89000000,0
45,33201.74000000,0
46,926262.57000000,0
47,891955.87000000,0
48,2564549.59000000,0
49,1176897.81000000,0
50,604655.82000000,0

(50 rows affected)

