2026-08-12 20:04:33.798124,1,549759.84000000,549759.84000000,1
2026-08-12 20:04:33.806299,1,1766915.82000000,1766915.82000000,1
2026-08-12 20:04:33.814443,1,145243.96000000,145243.96000000,1
2026-08-12 20:04:33.818519,1,3973426.53000000,3973426.53000000,1
2026-08-12 20:04:33.826665,1,895850.89000000,895850.89000000,1
2026-08-12 20:04:33.830745,1,2165903.76000000,2165903.76000000,1
2026-08-12 20:04:33.838888,1,336265.93000000,336265.93000000,1
2026-08-12 20:04:33.842959,1,1727799.60000000,1727799.60000000,1
2026-08-12 20:04:33.851101,1,1458743.81000000,1458743.81000000,1
2026-08-12 20:04:33.855173,1,795179.85000000,795179.85000000,1
2026-08-12 20:04:33.863322,1,3946918.53000000,3946918.53000000,1
2026-08-12 20:04:33.867394,1,2259725.58000000,2259725.58000000,1
2026-08-12 20:04:33.875537,1,56060.88300000,56060.88300000,1
2026-08-12 20:04:33.883695,1,35993.94000000,35993.94000000,1
2026-08-12 20:04:33.887781,1,1107072.81000000,1107072.81000000,1
2026-08-12 20:04:33.895925,1,653343.83000000,653343.83000000,1
2026-08-12 20:04:33.904091,1,96716.99000000,96716.99000000,1
2026-08-12 20:04:33.908169,1,2704995.72000000,2704995.72000000,1
2026-08-12 20:04:33.916313,1,3079671.62000000,3079671.62000000,1
2026-08-12 20:04:33.920387,1,890378.73000000,890378.73000000,1
2026-08-12 20:04:33.928532,1,329327.92000000,329327.92000000,1
2026-08-12 20:04:33.932603,1,122864.85000000,122864.85000000,1
2026-08-12 20:04:33.940741,1,312116.87000000,312116.87000000,1
2026-08-12 20:04:33.944812,1,1762524.75000000,1762524.75000000,1
2026-08-12 20:04:33.952956,1,179343.92000000,179343.92000000,1
2026-08-12 20:04:33.961118,1,1101855.84000000,1101855.84000000,1
2026-08-12 20:04:33.965198,1,1198516.83000000,1198516.83000000,1
2026-08-12 20:04:33.973361,1,2958399.60000000,2958399.60000000,1
2026-08-12 20:04:33.981507,1,1128892.53000000,1128892.53000000,1
2026-08-12 20:04:33.985580,1,149039.64000000,149039.64000000,1
2026-08-12 20:04:33.997848,1,2644944.71000000,2644944.71000000,1
2026-08-12 20:04:34.005999,1,1123835.79000000,1123835.79000000,1
2026-08-12 20:04:34.010071,1,65271.92000000,65271.92000000,1
2026-08-12 20:04:34.018213,1,2358121.74000000,2358121.74000000,1
